Sanskrit Term,English/Hindi Term
,sAyA_2
,sAyA_3
,sAyA_4
,sAyabAna_1
,sAyabAna_2
,SAyaka_1
,sAyaka_1
,sAyaMkAla_1
,sayAnA_1
,Sayana_1
,sayAnA_2
,SAyara_1
,SAyaxa_1
,SAyaxa_2
,SAyiwa_1
,SAyiwa_2
,SayyA_1
,sazBAla_4
,sAzca_2
,sAzcA_2
,sAzcA_3
,sAzca_3
,sAzcA_4
,sAzda_1
,sAzdZa_1
,sAzI_1
,sAzI_2
,sAzI_3
,sAzI_4
,sAzJa_2
,sazJoKA_1
,sazJoKA_2
,sazkarA_1
,sAzpa_1
,sAzpa_2
,sAzpa_4
,sAzsa_1
,sAzsa_2
,sAzsa_3
,sAzsawa_1
,sAzsawa_2
,sAzsawa_3
,sAzta_1
,sAzvalA_1
,sAzvaliyA_1
,sAzvaliyA_2
,sazvAra_1
,sazvAra_2
,sazvAra_3
,sazvAra_5
,sazvArasuXAra_2
,sazvariyA_1
,sazvariyA_2
,scacCawA_1
,SE_3
,se_8
,seba_1
,secana_1
,secana_2
,Seda_1
,Seda_2
,seha_1
,sehawa_1
,seiyA_1
,seja_1
,sEkaMdarI_1
,sEkawa_1
,SeKIbAja_1
,sekretariyata_1
,SEkRika_1
,SEkRika_2
,sektara_1
,SeKZI_1
,SEla_1
,SEla_2
,SEla_3
,sElAnI_1
,sElAnI_2
,sElAnI_3
,SEleya_1
,SEleya_2
,SEleya_3
,SEleya_4
,SelPZa_1
,sElUna_1
,sema_1
,sEMdala_1
,sEMdavica_1
,seMka_3
,seMka_4
,SEmpena_1
,seMta_2
,seMwa_1
,seMXa_2
,seMXamAra_1
,seMXiyA_1
,sEMyAz_1
,sEMyAz_2
,senA_2
,sEnika_1
,sEnika_2
,sEnika_3
,sEnya_1
,sePZa_1
,Sera_1
,SeRa_1
,sEra_1
,SeRa_2
,Sera_2
,sEra_2
,Sera_3
,SeRa_3
,sEra_3
,sEra_4
,sEra_5
,sEra_6
,sEra_7
,seSana_1
,SESava_1
,SESava_2
,seta_1
,seta_2
,seva_1
,sevA_1
,sevA_2
,sevaka_1
,sevaka_2
,sevakAI_1
,sevakAI_2
,SevAla_1
,SEvAla_1
,sevana_1
,sevana_2
,sevana_4
,sevanIya_1
,sevAtahala_2
,sevAvqwwi_1
,seviwa_2
,seviwa_3
,seviwa_4
,SEwAna_1
,SEwAna_3
,SEwAnI_4
,SEWilya_3
,SEWilya_5
,sewu_1
,sewu_2
,sewubanXa_1
,sExXAMwika_1
,sExXAnwika_1
,sEyAxa_2
,sEyAz_1
,sEyAz_2
,sI_1
,sI_2
,sI_4
,sIana_1
,sIDI_1
,sidZa_1
,sidZI_1
,sIDZI_1
,sIDZI_2
,sIDZI_3
,sIDZI_4
,sIDZiyAz_1
,sIDZiyAz_2
,sIDZiyAz_3
,siganala_1
,SigAPZa_1
,sigAra_1
,sigareta_2
,SIGra_1
,SIGra_4
,SIGra_5
,SIGra_6
,SIGra_7
,SIGra_8
,SIGrawA_4
,SIGrawA_6
,SigUPZA_1
,SigUPZA_2
,SigUPZA_4
,SiguPZwA_1
,SiguPZwA_3
,siharana_1
,sIJA_2
,sIJA_3
,sijaxA_3
,sijaxA_4
,sIKa_1
,sika_1
,sIKa_2
,siKA_2
,sIKa_3
,siKA_4
,sIKa_4
,siKA_5
,sIKa_6
,sIKa_7
,sIKa_8
,siKalAI_1
,sikalI_1
,SiKaMda_1
,SikamI_1
,SikamI_2
,SikaMjA_1
,SikaMjA_2
,SikaMjA_3
,SikaMjA_5
,Sikana_1
,Sikana_3
,siKanOtA_1
,SikarA_1
,SIkara_1
,SiKara_1
,SikAra_2
,SIkara_2
,SiKara_2
,SikAra_3
,SiKara_3
,SiKara_4
,SiKara_7
,siKarana_1
,siKarana_2
,SikArI_1
,SikArI_4
,Sikaswa_1
,SikaswA_2
,SikavA_1
,SikavA_2
,SikavA_3
,siKAvana_1
,siKAvana_2
,SikavASikAyawa_1
,sikawA_1
,SikAyawa_1
,SikAyawa_2
,SikAyawa_3
,SikAyawa_5
,SiKI_1
,sikkA_1
,sikkA_2
,sikkA_3
,sikkA_4
,sikodZa_1
,sikodZa_2
,sikodZa_3
,SikRA_1
,SikRA_3
,SikRA_4
,SikRAlaya_1
,SikRaNa_1
,SikRaNa_3
,SikRaNa_4
,SikRArWI_2
,SikRAvqwwi_1
,SikRiwa_1
,SikRu_1
,sikudZa_1
,sikudZa_2
,sikudZa_3
,sikudZa_4
,sikudZa_6
,sikudZana_1
,sikudZana_2
,sikudZana_3
,sikudZana_4
,sikudZana_5
,sikwa_1
,sikwa_3
,sikwa_4
,sIKZa_1
,sIla_1
,sIlA_1
,SIla_1
,SilA_1
,sila_1
,SilA_2
,silA_2
,sIla_2
,sila_2
,sila_3
,SilA_3
,SIla_4
,silabata_1
,silaha_1
,silAI_1
,sIlana_1
,sIlana_2
,silasilA_2
,SIlavAna_1
,silavata_1
,silavata_3
,SIlawA_2
,SIlawA_3
,sileMdara_1
,siletI_1
,silka_1
,sillI_3
,Silpa_1
,Silpa_2
,Silpa_3
,SilpakalA_1
,SilpakalA_2
,SilpakAra_1
,SilpaviXi_1
,SilpavixyA_1
,SilpavixyA_2
,SilpavixyA_3
,SilpI_1
,SilpI_2
,SilpI_3
,sImA_1
,sIma_1
,sImA_2
,sImA_3
,sImA_4
,sImA_8
,sImA_9
,sImAbaxXa_1
,sImAcihna_1
,sImAMwa_3
,sImAMwa_4
,sImAMwa_5
,sImAnwa_1
,simata_1
,simata_2
,simata_3
,sIMca_1
,sIMca_2
,sIMca_3
,siMcAI_1
,siMciwa_1
,siMciwa_2
,siMdiketa_1
,sImeMta_1
,sIMga_1
,siMha_1
,siMhAsana_1
,siMhasatA_1
,sImiwa_1
,sImiwa_2
,sImiwa_3
,sIMka_1
,sIMva_1
,sIMvana_1
,siMXu_1
,sInA_1
,sinaka_1
,sInarI_1
,sinemA_1
,sIniyara_1
,sIniyara_2
,sIpa_1
,sipAhI_1
,sipAhI_3
,sipAhI_4
,sipAhI_5
,sippA_1
,sippA_3
,siPZara_2
,siPZara_3
,siPZAriSa_1
,siPZawa_1
,SiPZta_1
,SIrA_1
,SirA_1
,SIra_2
,sira_2
,sirA_4
,sirA_5
,sirA_6
,siraha_1
,sirahana_1
,sirahana_2
,siraja_1
,SIrAjZA_1
,sirakA_1
,Sirakawa_1
,SirakawI_1
,SirAla_1
,SiraHpIdZA_1
,SirasWa_2
,SirasWa_3
,SiravyavacCexa_1
,SiravyavacCexana_1
,sIrawa_2
,sirawodZa_1
,siraxarxa_1
,SIrIM_2
,SIrIna_2
,SirobiMxu_1
,SirobiMxu_2
,SirobiMxu_3
,Sirobinxu_1
,SirovarwI_2
,sirPZa_1
,SIrRa_1
,SIrRa_2
,SIrRa_5
,SIrRa_6
,SIrRaka_2
,SiRta_3
,SiRta_4
,SiRtAcAra_2
,SiRtAcAra_3
,SiRtamaMdala_1
,SiRtawA_1
,SiRtawA_3
,SiRtawA_4
,SiRya_1
,SiRya_2
,SiRya_4
,sIsA_1
,SISA_2
,sisaka_1
,sisaka_2
,sisakAra_1
,sisakAra_2
,sisakI_1
,sisakI_2
,sisakI_3
,sisAnwa_1
,SiSu_1
,SiSu_2
,SiSu_3
,SiSu_4
,SiSuka_1
,SiSuwA_1
,sITA_1
,sIta_1
,sIta_3
,sitakinI_1
,sitakinI_2
,sITI_1
,sItI_1
,sivAna_1
,sivAna_2
,sIvanarahiwa_1
,sivila_1
,Sivira_1
,Sivira_2
,Sivira_3
,SIwa_1
,SIwa_2
,SIwa_3
,SiwAbI_1
,SiwAbI_2
,SIwaka_1
,SIwala_1
,SIwala_2
,SIwala_3
,SIwalawA_2
,SIwapraXAna_1
,siwArA_1
,siwArA_2
,siwArA_3
,siwArA_4
,siwArA_5
,siwArA_6
,SiWila_3
,SiWila_6
,SiWilawA_4
,SiWilawA_5
,SiWiliwa_1
,SiWiliwa_3
,SiWiliwa_4
,SiWiliwa_6
,SiWiliwa_7
,SIwoRNa_1
,SIwoRNa_2
,sIXA_1
,siXA_1
,sIXA_3
,sIXA_4
,sIXA_5
,sIXA_6
,sIXA_7
,sIXA_8
,siXAra_1
,siXAra_2
,siXAra_3
,siXAra_4
,sIXe_1
,sIXe_2
,sixXa_1
,siXxa_2
,sixXa_2
,sixXAMwa_3
,sixXAMwIya_2
,Sixxawa_1
,Sixxawa_2
,Sixxawa_3
,Sixxawa_4
,sixXi_2
,sixXi_5
,sIyana_1
,sIyana_2
,sIyana_3
,siyApA_1
,siyarA_1
,siyarA_2
,siyAsawa_1
,siyAsI_1
,sIzca_1
,sKalana_2
,skaMXa_1
,skArPa_1
,skAtalEMda_1
,skAuta_1
,sketa_1
,sketiMga_1
,skI_1
,skIma_1
,skrU_1
,skUla_1
,skUlI_1
,skUtara_1
,skvAdZarana_1
,skvASa_1
,skZUtara_1
,SlAGA_1
,SlAGanIya_3
,SlAGanIya_4
,slAida_1
,SlaWa_4
,sleja_1
,SleRa_1
,sleta_1
,sletI_1
,slIpara_1
,slIpara_2
,slIpara_3
,SliRta_3
,Sloka_1
,Sloka_2
,smAraka_2
,smArakaswaMBa_1
,smaraNa_2
,smaraNa_3
,smaraNapawra_1
,smaraNapawraka_1
,smaraNIya_1
,smaraNowsava_1
,smArikA_1
,smiwa_1
,smiwi_1
,smqwa_1
,smqwi_2
,smqwicihna_1
,smqwipawra_1
,snAna_1
,snAnaGara_1
,snAwaka_1
,snAyu_1
,sneha_2
,sneha_3
,snehapUrNa_1
,snehI_1
,snehI_2
,snehiwa_1
,snehiwa_2
,snigXa_1
,snigXa_2
,snigXa_3
,snigXa_4
,snigXa_5
,so_1
,so_2
,so_4
,SoBA_1
,SobA_1
,SoBA_2
,SoBA_3
,SoBA_4
,SoBA_6
,sOBAgya_1
,sOBAgyaSAlI_1
,SoBana_1
,SoBana_3
,SoBAnviwa_2
,SoBApraxa_1
,SoBAyamAna_1
,SoBiwa_1
,SoBiwa_3
,soca_1
,SOca_1
,soca_2
,soca_3
,soca_5
,soca_6
,soca_8
,soca_9
,SOcaGara_1
,SOcagqha_1
,SOcAlaya_2
,SOcAlaya_3
,socavicAra_1
,socavicAra_2
,socavicAra_3
,socavicAra_5
,sodA_1
,sodiyama_1
,sOdZa_1
,soga_1
,sOgaMxa_2
,sOgaMxa_3
,sOgamya_2
,sogI_1
,sOgZAwa_1
,SOhara_1
,Soharawa_1
,sOhArxa_1
,sOhArxa_2
,sOhqxa_1
,sOjanya_1
,sOjanya_2
,sojZiSa_1
,sojZiSa_2
,SOka_1
,Soka_2
,SOka_2
,SokagIwa_2
,SokArwwa_1
,sOkarya_2
,Sokesa_1
,sOkumArya_1
,SOkZa_2
,SoKZa_2
,SOkZa_3
,SoKZa_5
,SOkZayA_1
,SoKZI_1
,SoKZI_5
,SOkZIna_1
,SOkZIna_3
,SOkZiyA_2
,sOlaBya_1
,sOlaBya_2
,soma_2
,sOmanasya_1
,sOmanasya_2
,sOMPa_1
,sOMpa_3
,sOMPZa_1
,soMXA_1
,sOMXa_1
,sOMxarya_1
,sOMxarya_2
,sOMxaryapremI_1
,sOmya_1
,sOmya_2
,sonA_1
,SoNiwa_1
,sOpa_1
,sopAna_1
,sopAna_2
,sOpAnika_1
,sopAXi_2
,soPzA_1
,soPZA_1
,soPZiyAnA_1
,soPZiyAnA_2
,Sora_1
,sora_1
,SorA_1
,sOra_1
,sOraBa_1
,SorabA_1
,SoRaka_2
,SoRaNa_2
,SoRiwa_1
,sORTava_1
,sORTava_2
,sORTava_3
,sOrya_1
,SoSA_1
,soSalijZma_1
,soSalista_1
,sowA_1
,SoWa_1
,soWa_1
,SOwa_1
,soWa_2
,sowA_2
,SOwa_3
,sOxA_1
,SoXa_1
,sOxA_2
,sOxA_4
,sOxA_5
,sOxA_6
,sOxAgara_1
,soxAharaNa_1
,soxAharaNa_2
,sOxAminI_1
,sOxAsulakZa_1
,sOxAsulakZa_2
,sOxAsuluPZa_1
,sOxAsuluPZa_2
,sOxebAjZI_1
,sPAgEtI_1
,spaMja_1
,spaMxa_2
,spaMxa_3
,spaMxana_2
,spaMxiwa_1
,spanxana_1
,spanxana_2
,sparSa_1
,sparSa_2
,sparSajFAna_1
,sparSiwa_1
,spaRta_10
,spaRta_11
,spaRta_13
,spaRta_14
,spaRta_15
,spaRta_2
,spaRta_3
,spaRta_7
,spaRta_8
,spaRta_9
,spaRtavAxI_1
,spaRtawA_1
,sparXI_2
,sPatika_1
,sPatiwa_2
,speSala_1
,spIca_1
,spirita_1
,sPIwa_2
,sPIwi_2
,sPota_2
,sPota_3
,spqhA_1
,spqhI_1
,spqhI_2
,spqRta_1
,spqRti_1
,spriMga_1
,sPuliMga_1
,sPura_1
,sPuraNa_1
,sPuraNa_2
,sPuraNa_3
,sPuraNa_5
,sPUrwi_5
,sPuta_1
,sPuta_2
,sPuta_3
,sPutana_1
,sPutIkaraNa_1
,sqRta_1
,sqRtikarwwA_1
,Srama_1
,Srama_2
,Srama_3
,SramasAXya_1
,Sramika_1
,Sramika_2
,Sramika_3
,SrAMwa_3
,SrAMwa_4
,SrAMwi_1
,SrAMwi_2
,SrAMwi_3
,SrAMwi_4
,srAva_1
,SravaNa_1
,SravaNa_2
,SravaNIya_1
,Sravya_1
,SraxXA_1
,SraxXA_3
,SraxXAMjali_1
,SraxXAspaxa_1
,SraxXAvAna_2
,SraxXeya_1
,SraxXeya_3
,SreNI_3
,SreRTa_2
,SreRTa_3
,SreRTawA_2
,SreRtawama_1
,SrewA_1
,Sreya_1
,Sreya_2
,SrI_2
,SrIgaNeSa_1
,SrImAn_1
,SrImawI_1
,SroNi_1
,SroNIya_1
,SrowA_1
,SrowA_2
,Srowavya_1
,SrqMga_1
,SrqMga_2
,SrqMga_3
,SrqMKalA_2
,SrqMKalA_7
,SrqMKaliwa_1
,SrqMKaliwa_2
,Sruwa_1
,Sruwi_1
,stAla_1
,stAMpa_1
,stampa_1
,staMpa_1
,stAMpa_2
,stApa_1
,stAzka_1
,stediyam_1
,steMsila_1
,steSana_1
,stIkara_1
,stIla_1
,stImara_1
,stIriyo_1
,stora_1
,stova_2
,stoYka_1
,stoYla_1
,strAika_1
,strIta_1
,stUdio_1
,stUla_1
,su_2
,su_3
,suara_2
,sUara_2
,suAva_1
,suAva_2
,suAva_3
,suavasara_1
,sUbA_1
,suBaga_1
,suBaga_2
,SuBAgamana_1
,Subaha_1
,subaha_2
,SuBakAmanAez_1
,SuBakAmanAez_2
,SuBaMkara_1
,SuBASIrvAxa_1
,SuBASIrvAxa_2
,sUbexAra_1
,suBIwA_1
,suBIwA_2
,SuBra_2
,subuka_2
,subuka_3
,subuxXi_1
,sUcaka_3
,sUcakAMka_1
,sUcanA_2
,sUcanA_3
,sUcanApawra_2
,sucAru_1
,sucAru_2
,sucAru_3
,Suci_1
,Suci_2
,Suci_3
,sUcikA_1
,sUcipqRTa_1
,sUciwa_1
,sudZOla_2
,suGadZAI_2
,suGadZAI_3
,sugama_3
,sugamawA_1
,sugaMXa_2
,sugaMXa_3
,sugaMXiwa_1
,sugaMXiwa_2
,sugaMXiwa_3
,sugaMXiwa_4
,suganXa_1
,suganXiwa_1
,suGatya_1
,suggA_1
,sugrAhiwA_1
,sugrAhiwA_2
,SugZala_1
,SugZala_2
,suhAga_2
,suhAgA_2
,suhAvanA_2
,suhAvanA_4
,suhAwA_1
,suhqxa_2
,suI_1
,sUI_1
,suI_2
,suI_3
,suI_4
,sUjA_1
,sUja_1
,sUja_2
,sUJa_2
,sUJa_3
,sUJa_4
,sUJabUJa_1
,sUJabUJa_3
,sujana_1
,sUjana_1
,sUjana_2
,sujAna_2
,suJAva_2
,SUka_1
,sUKA_1
,suKA_1
,suKa_1
,Suka_1
,sUKa_2
,sUKA_3
,suKa_3
,sUKa_3
,sUKA_4
,sUKa_4
,suKa_4
,suKA_5
,suKAMwikI_1
,sukAna_1
,suKana_1
,suKana_2
,SUkara_2
,SUkara_3
,suKasAXana_1
,suKaxa_1
,suKaxAI_1
,suKI_2
,sukIrwi_1
,sukqwI_2
,sukqwI_3
,Sukra_3
,SukriyA_1
,sUkRma_1
,sUkRma_2
,sUkRma_4
,sUkRmANu_1
,sukumAra_1
,sukumAra_2
,sukUna_1
,sukUna_2
,sukUna_3
,sukUnawa_1
,sUkwi_1
,Sukwi_1
,suKZo_2
,SUla_1
,SUla_3
,sulaBa_2
,sulaBa_3
,sulagA_2
,sulaha_1
,sulaJA_2
,sulaJana_3
,sulakRaNa_1
,sulakRaNa_2
,sulaliwa_1
,sulaliwa_2
,sulaliwa_3
,sulaPZa_1
,sulaPZa_2
,sulatA_1
,sulawAna_1
,suleKa_1
,sUlI_1
,Sulka_1
,Sulka_3
,Sulka_4
,Sulkaxara_1
,sulUka_2
,sumana_1
,SumAra_1
,SumAra_3
,sumawi_1
,sumaXura_1
,suMbI_1
,sumela_1
,sUMGa_1
,summI_1
,suMxara_1
,suMxara_2
,suMxara_3
,suMxarawA_1
,suna_1
,sUnA_1
,sUnA_2
,sUnA_3
,sunaharA_1
,sunAma_1
,sunAma_3
,sunAma_4
,sunamya_1
,sunamya_2
,sunanevAlA_1
,sUnApana_1
,sunasAna_1
,sunasAna_2
,sunasAna_3
,sunasAna_4
,sunavAI_1
,sunavEyA_1
,suniScaya_1
,suniSciwa_2
,sunIwi_1
,sunna_5
,sunxara_1
,sunxara_3
,sunxarawA_1
,sunxarI_1
,SUnya_1
,Sunya_1
,Sunya_2
,SUnyawA_1
,sUpa_1
,suparIMtadeMta_1
,supATya_2
,suprasixXa_1
,suprasixXa_2
,suprasixXa_4
,supurxa_2
,supwa_1
,supwi_1
,supwi_2
,sUra_1
,SUra_1
,surA_1
,sUra_2
,SUra_2
,surA_2
,sura_2
,sura_3
,SUra_3
,sura_4
,SUra_5
,suraBaMga_1
,suraBi_1
,suraBi_3
,suraBiwa_1
,surAgZa_1
,surAja_1
,sUraja_1
,sUrajamuKI_1
,surAKa_1
,surAKa_2
,surAKa_3
,surakRA_2
,surakRaNa_1
,surakRiwa_1
,sUrAKZa_1
,sUrAKZa_2
,sUrAKZa_3
,sUrAKZa_4
,sUrAKZa_6
,suRamA_1
,sUramA_1
,suRamA_2
,suraMga_1
,suraMga_3
,suramya_1
,suramya_2
,suramya_3
,surasa_2
,surasaMgawi_1
,surasurA_1
,surasurA_2
,surasurA_3
,SUravIra_1
,sUrawa_1
,sUrawa_2
,sUrawa_7
,surawi_2
,sureKa_1
,surIlA_2
,surKa_1
,SuRka_2
,SuRka_5
,SuRka_7
,surKZa_2
,surKZI_3
,suRTu_1
,SurU_1
,Suru_1
,SurUAwa_1
,SuruAwa_1
,surucipUrNa_1
,surUpa_1
,suRupwa_1
,sUrya_1
,sUryakiraNa_1
,sUryapraBA_1
,sUryAswa_1
,sUryoxaya_1
,susaMgawa_4
,susaMgawi_1
,susaMgawi_2
,susaMhawa_1
,susaMpanna_1
,susaMpanna_2
,susaMskqwa_1
,susaMskqwa_2
,suSIla_2
,suSIla_3
,suspaRta_1
,suSrAvya_1
,suSrAvya_2
,SuSrURA_1
,SuSrURA_2
,susvanika_1
,susvAxu_1
,susvAxu_2
,susWa_1
,suswA_1
,suswa_1
,susWa_2
,suswA_2
,suswA_3
,suswa_4
,suswa_5
,suswa_7
,suswI_3
,suswI_6
,suTi_2
,suTi_3
,suvAcya_1
,suvAhya_1
,suvAhyawA_1
,suvakwA_1
,suvarNa_1
,suvAsa_1
,suvAsa_3
,suvaSya_2
,suvicAriwa_1
,suviKyAwa_1
,suviKyAwa_2
,suviXA_1
,suviXA_2
,suvqwwa_1
,suvqwwa_2
,suvyavasWiwa_1
,suvyavasWiwa_2
,sUwa_1
,suwalI_1
,suwalI_2
,sUWana_1
,suwanu_2
,suWarA_2
,suWarA_3
,suwarAM_1
,suwarAM_2
,suwarAM_3
,sUwI_2
,sUwra_2
,sUwra_3
,sUwra_4
,sUwra_5
,sUwra_6
,sUwrapAwa_1
,sUwriwa_1
,Suwuramurga_1
,SuwuramurgZa_1
,suXA_1
,suXa_2
,suXa_4
,suXabuXa_2
,suXAra_11
,suXAra_12
,suXAra_13
,suXAra_15
,suXAra_16
,suXAra_17
,suXAra_18
,suXara_1
,suXAra_1
,suXAra_7
,suXAra_9
,suxOsI_1
,suxUra_1
,SuxXa_1
,SuxXa_3
,SuxXa_5
,SuxXa_6
,SuxXa_7
,SuxXawA_1
,SuxXi_1
,SuxXi_3
,suyaSa_1
,suyoga_1
,sUzda_1
,sUzGa_3
,sva_1
,svaBAva_1
,svaBAva_2
,svABAvika_2
,svABAvika_3
,svABAvika_4
,svacala_1
,svacAliwa_1
,svacCa_3
,svacCa_4
,svacCa_5
,svacCaMxa_1
,svacCawA_1
,svAgawa_1
,svAhA_1
,svakIya_2
,svAkRara_1
,svalpa_1
,svalpecCa_1
,svAmI_1
,svAmI_2
,svAmI_3
,svAmI_5
,svAmIBakwi_1
,svAminI_1
,svAmiwva_2
,svAmya_1
,SvAna_1
,svana_2
,svapna_1
,svapnaloka_1
,svara_1
,svara_3
,svara_5
,svara_6
,svara_7
,svarAGAwa_1
,svarAGAwa_2
,svaragrAma_1
,svarAjya_1
,svarAjya_2
,svaralaharI_1
,svaramAXurya_1
,svarARtra_1
,svarga_2
,svargaMgA_1
,svargArohaNa_1
,svargika_1
,svargIya_2
,svargIya_3
,svarNa_1
,svarNima_1
,svarUpa_1
,svarUpa_4
,svarUpa_5
,svArWaparAyaNa_1
,svArWI_1
,SvAsa_1
,SvAsa_2
,Svasana_1
,SvAsaroga_1
,svaSAsana_1
,SvAsocCvAsa_1
,svasWa_1
,svasWa_3
,svasWaciwwawA_1
,svAsWya_1
,svAsWyakara_1
,svAsWyapraxa_1
,svAsWyavijFAna_1
,svawaH_1
,svawaH_2
,svawaMwra_2
,svawaMwra_3
,svawaMwra_4
,svawaMwra_5
,svawaMwrawA_1
,svAwaMwrya_1
,svAwaMwrya_2
,svAwaMwrya_3
,svawanwrawA_1
,svawanwrawA_2
,svawva_1
,svawva_2
,svawvaboXaka_1
,svAxa_2
,svAxa_3
,svaxeSa_2
,svaxeSI_1
,svAXIna_1
,svAXInawA_1
,svAxiRta_1
,svAxiRTa_1
,svAxiRta_2
,svAxiRta_3
,svayaM_1
,svayaM_2
,svayaMsevaka_1
,svAyawwa_1
,svAyawwawA_1
,svAzga_2
,svAzga_3
,svAzgIkaraNa_1
,svecCa_1
,svecCa_2
,svecCAcAra_1
,svecCAcAriwA_1
,svecCayA_1
,svEcCika_1
,svEcCika_2
,svetara_1
,Svewa_2
,svexa_1
,svexa_2
,svexajala_1
,svica_1
,svicaborda_1
,svIkAra_1
,svIkAra_3
,svIkAra_4
,svIkaraNa_1
,svIkaraNa_2
,svIkaraNa_3
,svIkaraNa_4
,svIkArAwmaka_1
,svIkqwa_1
,svIkqwa_2
,svIkqwa_3
,svIkqwa_4
,svIkqwi_1
,svIkqwi_2
,svIkqwi_5
,swabXa_3
,swabXa_4
,sWagiwa_1
,sWagiwa_2
,sWakiwa_2
,sWala_3
,sWala_4
,sWala_5
,sWalAkqwi_1
,sWalAkqwivivaraNa_1
,sWalI_4
,swaMBa_3
,swaMBana_4
,swaMBana_5
,sWAna_10
,sWAna_11
,sWAna_12
,sWAna_13
,sWAna_3
,sWAna_5
,sWAna_6
,sWAna_9
,sWAnAMwara_3
,sWAnApanna_1
,swanapAyI_1
,swanI_1
,sWAnika_2
,sWAnika_3
,sWAnIya_1
,swanyawyAga_1
,sWApaka_3
,sWApana_1
,sWApanA_2
,sWApanA_3
,sWApawya_1
,sWApiwa_2
,sWApiwa_3
,sWApiwa_4
,sWApiwa_5
,sWApiwa_6
,sWApiwa_7
,sWApiwa_8
,swara_1
,swara_2
,swara_4
,swara_5
,swara_6
,swara_7
,swarIya_1
,swava_1
,swavana_1
,swavana_2
,sWAvara_1
,sWAvara_2
,sWAvara_3
,sWAyI_1
,sWAyI_2
,sWAyI_3
,sWAyI_4
,sWAyI_5
,sWAyI_6
,sWAyiwA_1
,sWAyiwva_2
,sWErya_2
,sWErya_3
,sWEwika_1
,sWira_11
,sWira_13
,sWira_1
,sWira_2
,sWira_3
,sWira_4
,sWira_6
,sWira_7
,sWira_8
,sWira_9
,sWiwa_1
,sWiwa_2
,sWiwa_3
,sWiwa_5
,sWiwi_2
,sWiwi_3
,sWiwi_5
,sWiwi_7
,sWiwi_9
,swraRtA_1
,swrAva_2
,swrENa_1
,swrENa_2
,swrENa_4
,swrI_1
,swrI_2
,swrI_4
,swrowa_1
,swrowa_2
,swrowa_4
,sWUla_1
,sWUla_2
,sWUla_3
,sWUla_5
,sWUla_6
,sWUla_7
,sWUla_8
,sWUlAMga_1
,sWUlAMga_3
,swuwi_1
,swuwi_2
,swuwi_4
,swuwya_3
,syAha_1
,syAha_2
,syAhI_1
,syAhI_2
,syAhI_3
,SyAma_1
,SyAmawA_1
,SyAmI_1
,syApA_1
,syAw_1
,Syena_1
,Syena_2
,syUwa_1
,tAbara_1
,Taga_2
,Taga_4
,Taga_5
,Taga_7
,TagI_2
,tahala_1
,tahala_2
,tahala_3
,tahala_5
,tahala_6
,tahalane_1
,tahalanI_1
,tahanI_1
,tahanI_2
,Tahara_1
,TaharA_1
,Tahara_2
,Tahara_3
,Tahara_4
,Tahara_5
,Tahara_6
,Tahara_7
,TaharAva_1
,TaharAva_3
,tahnIxAra_1
,tahokA_1
,tahokA_2
,tAI_1
,tAipa_2
,tAiPZayada_1
,Taka_1
,taka_1
,taka_2
,taKanA_1
,takarA_1
,takarA_3
,takarA_4
,takarAhata_1
,takarAva_1
,takasAla_1
,takasAlI_1
,takasAlIpana_1
,TakaTakA_1
,TakaTaka_1
,TakaTaka_3
,takatakI_1
,takatakI_2
,takatoha_1
,takkara_1
,takkara_2
,takkara_3
,takkara_5
,TAkura_1
,TAkura_2
,TAkura_3
,TakurAI_1
,TakurAI_3
,TakurasuhAwI_1
,tAla_12
,tAlA_1
,TAlA_1
,tAla_1
,tAla_2
,TAlA_2
,tAla_7
,tamatama_2
,tamatamAhata_1
,tamAtara_1
,TaMda_1
,TaMdA_1
,TaMdA_2
,TaMda_2
,TaMdA_3
,TaMdA_4
,TaMdA_5
,TaMdA_6
,TaMdA_8
,TaMdZa_1
,tAMga_1
,taMgadIz_1
,taMgastataMgastanana_1
,taMgatA_1
,tAMgo_1
,tAMkA_1
,taMkaNa_1
,taMkaSAlA_1
,tAMkI_1
,taMkI_1
,tamkI_1
,taMkI_2
,taMkI_3
,taMtA_1
,taMtA_2
,taMtA_3
,TAna_1
,tana_1
,TAna_3
,TAna_4
,tanata_1
,tanata_2
,TanaTana_2
,TaNda_1
,TaNdA_1
,Tapa_1
,tApa_1
,Tapa_2
,tapaka_1
,tapaka_2
,tapakana_1
,tapakAva_1
,tAparA_1
,tapatapa_1
,taPI_1
,tappA_1
,TappA_1
,TappA_2
,TappA_3
,TappA_4
,tApU_1
,tarabAina_1
,tarakA_1
,tArapIdo_1
,taratarA_2
,taratarA_3
,tArca_1
,tarrA_1
,tarrA_2
,tarratarra_1
,tasa_1
,Tasa_2
,tasa_2
,Tasa_3
,Tasa_4
,Tasa_5
,Tasaka_3
,TasATasa_1
,TasATasa_3
,tasuA_1
,TAta_1
,TATa_1
,TAta_3
,TATa_3
,tatakA_1
,tataka_1
,TaTarI_1
,tatola_1
,tatola_3
,tatola_4
,tatola_6
,TaToliyA_1
,TatTA_1
,TatTA_2
,TatTA_3
,TatTA_4
,TatTA_5
,TatTebAjZa_1
,tattI_1
,tattU_1
,tAyara_1
,tAzda_1
,tAzga_1
,tAzga_2
,tazganI_1
,tAzkA_1
,tAzka_1
,tAzka_2
,tAzka_3
,tAzka_5
,tAzkI_1
