Sanskrit Term,English/Hindi Term
AgneyavARaH_1,Rocket_1
nagararakzArTaM_2,Garrison_2
,Guarding_1
adButaM_1,Monster_1
adButavipayaH_1,Monster_1
adButavastu_1,Monster_1
,Ogress_1
,Safeguarding_1
,Safeguarded_1
ekaSarIratA_1,Consanguinity_1
ekaSarIrAnvayaH_1,Consanguinity_1
ekaSarIrAvayavatvaM_1,Consanguinity_1
raktaH_3,Red_3
lohitaH_3,Red_3
rohitaH_3,Red_3
SoRitaH_3,Red_3
raktavarRaH_3,Red_3
aruRaH_3,Red_3
mfgayA_1,Sporting_1
mfgavyaM;_1,Sporting_1
,Beautiful_11
,Beautiful_12
,Moo_1
raYj_1,Colour_1
AkASavarRaH_5,Coloured_5
vyomavarRaH_5,Coloured_5
rAgaH_1,Dye_1
raNgaH_1,Dye_1
varRaH_1,Dye_1
kazAyaH_1,Dye_1
muKarAgaH_1,Complexion_1
kapolarAgaH_1,Complexion_1
vadanavarRaH;_1,Complexion_1
mahattvaM_1,Grandeur_1
mahimA_1,Grandeur_1
varRanaM_1,Colouring_1
raYjanaM_1,Colouring_1
citrakaraRaM_1,Colouring_1
raYjakaH_2,Dyer_2
rAgakft_2,Dyer_2
,Colouration_1
,Merrymaking_1
navasEnyaH_3,Recruit_3
nUtanasEnyaH_3,Recruit_3
navasEnikaH_3,Recruit_3
navInasEnyaH_3,Recruit_3
SastrAByAsI_3,Recruit_3
tripArSvakAcaH_1,Prism_1
caturBujAkftiH_1,Prism_1
varRakaH_3,Pigment_3
varRaH_3,Pigment_3
raNgaH_3,Pigment_3
,Colourful_5
,Colourful_2
raYjanaM_2,Dyeing_2
rAgakaraRaM_2,Dyeing_2
varRanaM_2,Dyeing_2
citrakaraRaM_2,Dyeing_2
kapAyIkaraRaM;_2,Dyeing_2
raYjitaH_1,Dyed_1
raktaH_1,Dyed_1
rAgI_1,Dyed_1
sarAgaH_1,Dyed_1
duHKitaH_2,Grieved_2
duHKI_2,Grieved_2
duHKArttaH_2,Grieved_2
,Planer_2
,Beautiful_13
mallayudDaM_3,Fighting_3
JallayudDaM_3,Fighting_3
muzwiyudDaM_3,Fighting_3
bAhuyudDaM_3,Fighting_3
,Battlefield_2
sKalanaM_1,Slipping_1
cyutiH_1,Slipping_1
,Sliding_1
sKalanaM_1,Slide_1
riNgaRaM_1,Slide_1
riNKaRaM_1,Slide_1
riNKaH_1,Slide_1
cyavanaM_1,Slide_1
,Skid_3
,Sliding_2
,Darning_1
,Wrangling_5
,Nationalism_3
,Nationalist_1
,Nationalism_4
rAjayudDaM_2,Insurrection_2
upadravaH_2,Insurrection_2
upaplavaH_2,Insurrection_2
prajAviplavaH_2,Insurrection_2
rAjyopadravaH_2,Insurrection_2
,Nationalism_5
,Nationalism_1
,Flavour_3
,Aesthetic_2
kaRwakagulmaPalaM_1,Raspberry_1
kaRwakastambaPalaM_1,Raspberry_1
,Contacts_1
sarasaH_2,Juicy_2
rasavAn_2,Juicy_2
rasI_2,Juicy_2
,Rationing_1
,Provisions_2
,Relishing_3
rasAyanaM_3,Chemistry_3
,Chemist_1
,Chemical_1
rASicakraM_1,Zodiac_1
jyotiScakraM_1,Zodiac_1
rASimaRqalaM_1,Zodiac_1
BacakraM_1,Zodiac_1
BamaRqalaM_1,Zodiac_1
BAganaM_1,Zodiac_1
,Tasteful_1
atitfpti_2,Cram_2
,Cramming_2
,Memorizing_1
pAnapAtraM_1,Mug_1
pAnaBAjanaM_1,Mug_1
kAMsyaM_1,Mug_1
kaMsaH_1,Mug_1
kaMSaH_1,Mug_1
kAMSyaM_1,Mug_1
mftkAMsyaM_1,Mug_1
aByastaH_1,Practised_1
AluH_1,Yam_1
sUtaH_1,Charioteer_1
yantA_1,Charioteer_1
,Concentrates_1
,Compose_2
dantaH_5,Tooth_5
daSanaH_5,Tooth_5
radaH_5,Tooth_5
radanaH_5,Tooth_5
daMSaH_5,Tooth_5
daMzwrA_5,Tooth_5
svAdanaH_5,Tooth_5
dAQA_5,Tooth_5
staraH_1,Stratum_1
PalakaH_1,Stratum_1
AstaraRaM_1,Stratum_1
AstaraH_1,Stratum_1
pArTivAMSapuwaH_1,Stratum_1
,Annulled_2
garj_1,Bellow_1
,Colourful_1
,Colourful_3
,Rabies_2
mastakAgrAtpraBfti_1,Bust_1
UrdDvakAyapratimA_1,Bust_1
,Radar_1
,Radio_1
,Radio_2
sEnyadalaM_1,Regiment_1
sEnyavyUhaH_1,Regiment_1
sEnyagulmaH._1,Regiment_1
sEnyagaRaH_1,Regiment_1
pAMktaH_3,Linear_3
pAMkteyaH_3,Linear_3
paMktirUpaH_3,Linear_3
paMktimayaH_3,Linear_3
,Underlining_1
,Underlined_2
antarBAge_1,Lined_1
antarAcCAditaH_1,Lined_1
antarAvftaH_1,Lined_1
,Railway_1
AgamaH_2,Influx_2
pravAhaH_2,Influx_2
antaHpravAhaH_2,Influx_2
antarvahanaM_2,Influx_2
prasravaRaM_2,Influx_2
antaHsra-_2,Influx_2
,Railways_1
,Crowding_2
,Railway_2
sfp_5,Crawl_5
muKyaH_2,Staple_2
praDAnaH_2,Staple_2
bARijyapraDAnaH_2,Staple_2
kOSaH_1,Silk_1
kOSikaH_1,Silk_1
kOSeyaH_1,Silk_1
tantrI_3,Fibrous_3
tantumAn_3,Fibrous_3
tantumayaH_3,Fibrous_3
,Restaurant_2
revasaM_1,Rhubarb_1
revAcinI_1,Rhubarb_1
daRqavpUhena_5,File_5
,Uptown_1
,Reserve_3
recitaH_1,Evacuated_1
virecitaH_1,Evacuated_1
SoDitaH_1,Evacuated_1
mftapatraM_3,Testament_3
maraRapatraM_3,Testament_3
mftyupatraM_3,Testament_3
mftaleKaH;_3,Testament_3
SUnyatA_2,Vacancy_2
riktatA_2,Vacancy_2
SUnyaM_2,Vacancy_2
riktaM_2,Vacancy_2
SUnyatvaM_2,Emptiness_2
riktatA_2,Emptiness_2
riktaM_2,Emptiness_2
asAratA_2,Emptiness_2
niHsAratA_2,Emptiness_2
avekz_1,Remark_1
apekz_1,Remark_1
nirUp_1,Remark_1
BaR_1,Remark_1
ASvaM_1,Cavalry_1
ASvikaM_1,Cavalry_1
aSvIyaM_1,Cavalry_1
aSvAH_1,Cavalry_1
,Heroines_1
,Customs_1
,Traditions_1
,Formalism_5
rud_1,Weep_1
,Commanding_1
,Pebbles_1
,Hindrance_8
lomaSaH_1,Hairy_1
romaSaH_1,Hairy_1
bahulomA_1,Hairy_1
pracura-_1,Hairy_1
lomaSaH_2,Woolly_2
romaSaH_2,Woolly_2
,Ailment_4
vamanecCuH_5,Sick_5
vivamizuH_5,Sick_5
bIBatsajanakaH_1,Sickening_1
viraktijanakaH_1,Sickening_1
,Lacquer_1
,Sterilize_2
,Therapy_2
kAntiH_2,Polish_2
satElaH_2,Oily_2
tElI_2,Oily_2
tElamayaH_2,Oily_2
tElayuktaH_2,Oily_2
,Climbing_1
,Ascending_4
UrdDvagamanaM_1,Mounting_1
uparigamanaM_1,Mounting_1
nivft_1,Cease_1
CedaM_1,Scotch_1
CedEr_1,Scotch_1
tvakCedaM_1,Scotch_1
Izad_1,Scotch_1
,Hindrance_7
adButapriyaH_3,Romantic_3
asamBavapriyaH_3,Romantic_3
,Romanticism_1
pAdAByAM_1,Trample_1
,Fluffy_1
rudan_4,Weeping_4
,Brilliance_17
,Implanting_1
nizWaH_1,Implanted_1
nizWitaH_1,Implanted_1
pratizWitaH_1,Implanted_1
supra-_1,Implanted_1
ropitaH_1,Planted_1
AropitaH_1,Planted_1
rUpyavarRaH_2,Silvery_2
rOpyavarRaH_2,Silvery_2
rUpyasadfSaH_2,Silvery_2
manyuH_1,Resentment_1
manyuH_1,Indignation_1
,Illuminate_2
,Skylight_1
pusPusaH_2,Lights_2
puzPusaH_2,Lights_2
PuzPusaH_2,Lights_2
raktaPenajaH_2,Lights_2
,Meals_2
SocakaH_1,Mourner_1
anuSocakaH_1,Mourner_1
SokI_1,Mourner_1
,Hindrance_9
,Fuzz_1
,Beautiful_14
,Appetizer_3
sAmayikaH_1,Conventional_1
nEyamikaH_1,Conventional_1
niyamitaH_1,Conventional_1
,Stereotyped_1
,Conservatism_2
,Conventionality_1
,Conservatism_3
,Soul_4
klAntiharaH_1,Refreshing_1
klAntihArakaH_1,Refreshing_1
SrAntiharaH_1,Refreshing_1
,Trend_4
,Flair_1
,Unsympathetic_1
asamIkzyakArI_1,Inconsiderate_1
avimfSyakArI_1,Inconsiderate_1
,Hindrance_6
SuzkaH_1,Arid_1
SozitaH_1,Arid_1
pariSuzkaH_1,Arid_1
rukzaH_1,Rugged_1
rUkzaH_1,Rugged_1
,Trend_3
paridevanaM_1,Wailing_1
AkrandanaM_1,Wailing_1
nAsAmArjanI_1,Handkerchief_1
muKamArjanI_1,Napkin_1
vadanamArjanI_1,Napkin_1
varakaM_1,Napkin_1
naktakaH_1,Napkin_1
pratimA_2,Portrait_2
upamA_2,Portrait_2
upamAnaM_2,Portrait_2
upamitiH_2,Portrait_2
,Morpheme_1
rUpakaM_1,Metaphor_1
vyaYjanaM_1,Metaphor_1
vyaYjakaH_1,Metaphor_1
lakzaRA_1,Metaphor_1
upalakzaRaM_1,Metaphor_1
DvaniH_1,Metaphor_1
,Format_2
,Adaptation_1
,Adaptation_3
vikAraH_2,Conversion_2
granTasArAtmakapatraM_1,Synopsis_1
sArapatrakaM_1,Synopsis_1
rUpareKA_1,Contour_1
AkArareKA_1,Contour_1
vAhyareKA_1,Contour_1
SarIrareKA_1,Contour_1
,Beautiful_15
,Formalism_3
,Formalism_4
,Morphology_4
rOpyaM_1,Rupee_1
rOpyamudrA_1,Rupee_1
rUpyamudrA_1,Rupee_1
mudrA_1,Rupee_1
mudrikA;_1,Rupee_1
,Sulk_3
apamAnitaH_1,Dishonoured_1
avamAnitaH_1,Dishonoured_1
vimAnitaH_1,Dishonoured_1
,Sulk_5
pakvaH_7,Season_7
paripakvaH_7,Season_7
anukArI_9,Resembling_9
sadfSaH_9,Resembling_9
tulyaH_9,Resembling_9
,Auditorium_2
sarvvakarmmA_15,All_15
sarvvakAryyacarccakaH_15,All_15
sapramARaH_6,Valid_6
,Dais_2
kftajYavat_1,Gratefully_1
upakArasmaraRAt_1,Gratefully_1
durBaraH_3,Onerous_3
duHsahaH_3,Onerous_3
durvahaH_3,Onerous_3
BArI_3,Onerous_3
,Councillor_3
,Forum_2
,Fearing_3
,Crowbar_1
,Contending_1
,Fearing_4
,Vegetables_3
sarjjikayA_1,Soap_1
meduraH_2,Soapy_2
cikkaRaH_2,Soapy_2
sarjjikAliptaH_2,Soapy_2
mUlArTakaH_2,Literal_2
muKyArTakaH_2,Literal_2
vAgyuktaH_2,Vocal_2
vARIyuktaH_2,Vocal_2
SabdakozaH_2,Vocabulary_2
SabdasaMgrahaH_2,Vocabulary_2
kozaH_2,Vocabulary_2
SabdaSAsanaM_1,Grammar_1
SabdaSAstiH_1,Grammar_1
saMkzepaH_3,Abbreviation_3
saMkziptatA;_3,Abbreviation_3
,Terminology_1
,Civilization_2
anunayaH_3,Courtesy_3
vinayaH_3,Courtesy_3
anukUlatA_3,Courtesy_3
anuroDaH_3,Courtesy_3
anugrahaH_3,Courtesy_3
AnandanaM_3,Courtesy_3
,Decency_4
,Surely_2
,Secretariat_1
galitaH_1,Rotten_1
vigalitaH_1,Rotten_1
samastadravyaM_1,Decompose_1
antaHkzoBaH_2,Ferment_2
antastApaH_2,Ferment_2
antardAhaH_2,Ferment_2
,Rotting_1
SAkAdi_1,Greens_1
jYAtitvaM_1,Kin_1
jYAtiBAvaH_1,Kin_1
banDutA_1,Kin_1
bAnDavatvaM_1,Kin_1
SaktikaraH_1,Intensive_1
,Vegetables_2
dEvajYaH_2,Soothsayer_2
sAMvatsarikaH_2,Soothsayer_2
sAvitfkaH_2,Soothsayer_2
yugapat_1,Simultaneously_1
ekadA_1,Simultaneously_1
ekakAle_1,Simultaneously_1
samakAle_1,Simultaneously_1
yOgapadyena_1,Simultaneously_1
nivft_1,Forbear_1
sindUraH_1,Oak_1
sindUravfkzaH_1,Oak_1
vanavfkzaBedaH_1,Oak_1
vanyapAdapaBedaH_1,Oak_1
vanarAjiH_1,Oak_1
,Straightforward_6
,Congenital_2
,Symbiotic_1
sahakArI_1,Colleague_1
,Courtyard_4
,Backing_4
ASrayaH_2,Recourse_2
samASrayaH_2,Recourse_2
upASrayaH_2,Recourse_2
saMSrayaH_2,Recourse_2
utsavakAriRAM_2,Fellowship_2
susaNgaH_2,Fellowship_2
susAhityaM_2,Fellowship_2
sumEtryaM_2,Fellowship_2
,Urban_3
hInasaMsargadUzitaH_1,Sophisticated_1
aSudDasamparkadUzitaH_1,Sophisticated_1
,Guts_1
,Millennium_1
,Millennium_2
,Millennium_3
,Cooperation_1
,Rendezvous_2
SudDaH_5,Correct_5
viSudDaH_5,Correct_5
nirdozaH_5,Correct_5
dozarahitaH_5,Correct_5
SalyakaRWaH_1,Porcupine_1
SalyaH_1,Porcupine_1
-lyakaH_1,Porcupine_1
SalAkA_1,Porcupine_1
SallakI_1,Porcupine_1
yaTArTaM_1,Accurately_1
samyak_1,Accurately_1
ftaM_1,Accurately_1
satyaM_1,Accurately_1
aYjasA_1,Accurately_1
sUkzmatvana_1,Accurately_1
,Authentic_3
svaDarmmArTaM_1,Martyr_1
sOkaryyaM_1,Facility_1
sukaratvaM_1,Facility_1
sOKyaM_1,Facility_1
sOgamyaM_1,Facility_1
sugamatvaM_1,Facility_1
susADyatA_1,Facility_1
anAyAsaH_1,Facility_1
,Bicycle_3
,Psycho_1
,Psycho_2
,Psychologist_3
vidyA_4,Science_4
vijYAnaM_4,Science_4
jYAnaM_4,Science_4
SAstraM_4,Science_4
vyutpattiH_4,Science_4
aSvaloma_1,Groom_1
,Modest_8
AnandanaM_2,Civility_2
anugrahaH_2,Civility_2
anuroDaH_2,Civility_2
anunayaH_2,Civility_2
BUz_2,Decorate_2
,Partnership_5
alaNkAraH_1,Adorning_1
alaNkiyA_1,Adorning_1
BUzaRaM_1,Adorning_1
,Appurtenance_1
BUz_1,Embellish_1
,Hydrous_4
,Upkeep_2
,Decorative_1
,Homogeneous_2
,Partnership_6
kadAcit_1,Sometimes_1
kadApi_1,Sometimes_1
kadAcana_1,Sometimes_1
karhicit_1,Sometimes_1
jAtu_1,Sometimes_1
yantraM_1,Implement_1
upakaraRaM_1,Implement_1
sADanaM_1,Implement_1
BARqaM_1,Implement_1
kAryyasADanaM_1,Implement_1
sAmagryaM_1,Implement_1
sajjIkaraRaM_4,Equipment_4
sajjanaM_4,Equipment_4
sajjakarmma_4,Equipment_4
aSvaM_1,Harness_1
,Paraphernalia_2
,Furnishings_1
,Appurtenance_2
,Goodwill_1
upaSAKA_2,Twig_2
praSAKikA_2,Twig_2
agraSAKA_2,Twig_2
SAKikA_2,Twig_2
pallavaH_2,Twig_2
SAKA_1,Bough_1
viwapaH_1,Bough_1
taruviwapaH_1,Bough_1
latA_1,Bough_1
,Entirety_1
kAmukaH_5,Lustful_5
kAmI_5,Lustful_5
kAmavfttiH_5,Lustful_5
dolAyamAnaH_1,Vibrating_1
spandamAnaH_1,Vibrating_1
,Unsparing_1
sakarmmakaH_1,Transitive_1
sakarmmakriyA;_1,Transitive_1
,Beautiful_21
sakft_1,Once_1
ekavAraM_1,Once_1
ekakftvas_1,Once_1
ekakAle_1,Once_1
,Literacy_1
saMkuc_1,Shrink_1
vyaktitA_2,Personality_2
vyaktiH_2,Personality_2
sagOravaM_1,Seriously_1
gOraveRa_1,Seriously_1
sagAmBIryyaM_1,Seriously_1
gamBIraM_1,Seriously_1
saDEryyaM_1,Seriously_1
SiKAmUlaM_2,Turnip_2
gfYjanaM_2,Turnip_2
gUQasaBAByantaraH_1,Counsellor_1
gUQasaBAsad_1,Counsellor_1
gUQasaBAsTaH_1,Counsellor_1
,Advisory_2
,Advisory_3
,Modest_11
SuktasarzapAdinA_1,Salad_1
,Modest_9
,Decency_5
,Slippers_1
SAyI_1,Sleeper_1
SastravEdyaH_2,Surgeon_2
astracikitsakaH_2,Surgeon_2
SAlAkI_2,Surgeon_2
,Calming_1
,Homogeneous_3
anugam_1,Follow_1
vinayaH_3,Discretion_3
vinItatA_3,Discretion_3
nItiH_3,Discretion_3
grah_1,Comprehend_1
,Sociology_1
,Sociological_1
,Socialism_2
,Socialist_1
tulyAkAraH_1,Homologous_1
tulyaparimARaH_1,Homologous_1
samaparimARaH_1,Homologous_1
,Homogeneous_4
sAMsargikaH_1,Social_1
sANgatikaH_1,Social_1
samayaM_1,Compromise_1
kftvA_1,Compromise_1
samayaH_1,Pact_1
niyamaH_1,Pact_1
saMvid_1,Pact_1
,Matching_4
samakAlInaH_1,Contemporary_1
ekakAlInaH_1,Contemporary_1
samAna-_1,Contemporary_1
,Contemporaneous_4
,Sync_1
,Homogeneous_6
SudDarUpaH_1,Symmetrical_1
SudDAkAraH_1,Symmetrical_1
SudDareKaH_1,Symmetrical_1
acApalyaM_2,Consistence_2
pUrvvakAle_1,Feudal_1
sulalitamAMsaH_1,Salmon_1
SamanaM_1,Quenching_1
SAntiH_1,Quenching_1
niyamanaM_3,Suppression_3
nigfhItiH_3,Suppression_3
sadfSaH_2,Alike_2
tulyaH_2,Alike_2
samAnaH_2,Alike_2
ekaprakAraH_2,Alike_2
samAnArTaH_3,Synonymous_3
ekArTaH_3,Synonymous_3
,Apposition_1
,Proportional_1
yaTApramARaM_1,Proportioned_1
pramARAnusArAt_1,Proportioned_1
,Coordinator_1
,Coordinated_2
,Harmonized_1
,Normally_1
sampUrRatA_1,Complement_1
pUrttiH_1,Complement_1
,Battlefield_3
ekatAlaH_1,Harmonious_1
ekasvaraH_1,Harmonious_1
tyaktaH_1,Surrendered_1
parityaktaH_1,Surrendered_1
,Totality_2
,Homogeneous_5
,Supporting_2
,Contemporaneous_5
samavAyI_2,Collective_2
saYcayI_2,Collective_2
sANkalaH_2,Collective_2
,Tuning_1
,Problematic_1
samAhvAnaM_2,Convocation_2
AhvAnaM_2,Convocation_2
anuvAdakaH_1,Concurrent_1
anuvAdI_1,Concurrent_1
Anuma-_1,Concurrent_1
saNgI_1,Concomitant_1
vAstavaH_5,Substantial_5
vAstavikaH_5,Substantial_5
vastvA-_5,Substantial_5
saMyuktaH_1,Incorporated_1
saMSlizwaH_1,Incorporated_1
ekIkftaH_1,Incorporated_1
vyAptaH_2,Pervaded_2
aBivyAptaH_2,Pervaded_2
,Permeated_4
sAdfSyaM_3,Likeness_3
sadfSatA_3,Likeness_3
sArUpyaM_3,Likeness_3
sarUpatA_3,Likeness_3
tulAsAmyaM_4,Equilibrium_4
tulAsamatA_4,Equilibrium_4
samAnagurutvaM_4,Equilibrium_4
pUj_2,Reverence_2
sampUj_2,Reverence_2
namas_2,Reverence_2
dehAtItavfttiH_1,Trance_1
samAntaraH_1,Equidistant_1
tulyAntaraH_1,Equidistant_1
samAntarasTaH_1,Equidistant_1
,Timings_1
samayapAlakaH_1,Punctual_1
samayarakzakaH_1,Punctual_1
samayanizWaH_1,Punctual_1
samayopayuktaH_2,Opportune_2
sanagrocitaH_2,Opportune_2
samayAnukUlaH_2,Opportune_2
kAlikaH_2,Timely_2
kAlInaH_2,Timely_2
samayopayuktaH_1,Seasonable_1
prasaNgopayuktaH_1,Seasonable_1
,Adjustable_1
,Overtime_1
nirvAhaM_2,Manage_2
praRayanaM_2,Manage_2
upAyaprayogaM_2,Manage_2
prayogaM_2,Manage_2
uttamB_1,Uphold_1
Alamb_1,Uphold_1
Df_1,Uphold_1
sanDf_1,Uphold_1
,Backing_3
pUrvvaM_3,Occupy_3
,Reinforced_1
,Linkage_2
,Reference_7
samBAvanIyaM_1,Likely_1
yaTAyogyaM_1,Likely_1
yaTAsamBavaM_1,Likely_1
prAyas_1,Likely_1
prAyaSas_1,Likely_1
,Potentially_1
samBAvanIyaM_3,Probably_3
yaTAsamBavaM_3,Probably_3
yaTAyogyaM_3,Probably_3
prAyas_3,Probably_3
prAyaSas_3,Probably_3
,Presumably_1
,Conducting_1
durRItaH_1,Conducted_1
durGawitaH_1,Conducted_1
asamyag_1,Conducted_1
,Monitoring_2
,Accumulator_1
,Reserved_4
saYcitaH_1,Hoarded_1
samAcitaH_1,Hoarded_1
puYjIkftaH_1,Hoarded_1
DAvanasTAnaM_2,Lavatory_2
DAvanaSAlA_2,Lavatory_2
prakzAlanasTAnaM_2,Lavatory_2
mArjanaSAlA_2,Lavatory_2
,Solidarity_3
punar_1,Rally_1
,Federation_2
,Organisation_3
samBedaH_1,Confluence_1
saNgaH_1,Confluence_1
saNgamaH_1,Confluence_1
sampAtaH_1,Confluence_1
lagnaM_1,Juncture_1
sanDiH_1,Juncture_1
,Federation_1
yatamAnaH_1,Struggling_1
mahAyatnakArI_1,Struggling_1
parasparaparAhataH_1,Conflicting_1
vipratipannaH_1,Conflicting_1
,Organisation_4
BAvaH_2,Constitution_2
svaBAvaH_2,Constitution_2
avasTA_2,Constitution_2
daSA_2,Constitution_2
sTitiH_2,Constitution_2
indriyakaraRaM_1,Organization_1
indriyavyUhanaM_1,Organization_1
,Organised_1
vyUQaH_1,Organized_1
vinyastaH_1,Organized_1
vihitaH_1,Organized_1
prati-_1,Organized_1
,Accompaniment_1
sTiraH_1,Consistent_1
DIraH_1,Consistent_1
acapalaH_1,Consistent_1
drohabudDiH_2,Malignant_2
duzwabudDiH_2,Malignant_2
ganDarvavidyAsambanDI_1,Musical_1
saNgItaM_1,Opera_1
tOryyatrikaM_1,Opera_1
nAwyaM_1,Opera_1
saNgItaviSizwo_1,Opera_1
sANGAtikaH_1,Federal_1
sAmayikaH_1,Federal_1
sahitaH_1,Federal_1
,Symposium_5
,Seminar_4
saYcitaH_2,Amassed_2
upacitaH_2,Amassed_2
samBftaH_2,Amassed_2
samAhftaH_2,Compiled_2
saMhftaH_2,Compiled_2
saNgfhItaH_2,Compiled_2
saMkziptaH_2,Compiled_2
,Compendium_2
,Reserve_1
,Receptive_1
,Strategic_1
vinASakaH_7,Destroyer_7
nASI_7,Destroyer_7
,Commentary_8
granTadozAdopaprakASakaH_1,Reviewer_1
granTaguRadozavivecakaH_1,Reviewer_1
saMyuktaH_1,Associated_1
saMSlizwaH_1,Associated_1
saMhataH_1,Associated_1
sahitaH_1,Associated_1
,Partnership_3
,Nearby_3
upagUQaH_2,Suppressed_2
nigUQaH_2,Suppressed_2
SamitaH_1,Quenched_1
nirvARaH_1,Quenched_1
CinnaH_1,Quenched_1
vicCinnaH_1,Quenched_1
nAma_1,Denomination_1
viDipUrvvaH_1,Solemn_1
samUhaH_1,Assemblage_1
saNGAtaH_1,Assemblage_1
samAhAraH_1,Assemblage_1
samuccayaH_1,Assemblage_1
samavAyaH_1,Assemblage_1
vfndaM_1,Assemblage_1
cayaH_1,Assemblage_1
niScayaM_3,Resolve_3
viniScayaM_3,Resolve_3
,Concept_6
,Conceptual_2
pariRAmadarSakaBedaH_2,Crisis_2
pariRAmasUcakaBedaH_2,Crisis_2
rUpa-_2,Crisis_2
,Emergency_3
SaktiH_1,Faculty_1
,Rendezvous_1
,Symbolic_3
BItaH_1,Alarmed_1
BayArttaH_1,Alarmed_1
cakitaH_1,Alarmed_1
SaNkitaH_1,Alarmed_1
manaHSilA_1,Arsenic_1
SilA_1,Arsenic_1
manoguptA_1,Arsenic_1
nAgajihvikA_1,Arsenic_1
nEpAlI_1,Arsenic_1
kunawI_1,Arsenic_1
,Hesitant_1
,Reserved_3
kalahakArI_3,Turbulent_3
tumulakArI_3,Turbulent_3
saYcAraH_1,Infection_1
saYcAradozaH_1,Infection_1
rogasaYcAraH_1,Infection_1
rogasaYcAradozaH_1,Infection_1
rogasaNkramaH_1,Infection_1
saNkramaH_1,Transition_1
saNkrAntiH_1,Transition_1
ayanaM_2,Solstice_2
ayanAntaH_2,Solstice_2
ayanakAlaH_2,Solstice_2
ayanasanDiH_2,Solstice_2
,Compendium_1
,Initials_2
,Abbreviated_1
,Abridged_3
,Abridged_2
,Shrinkage_2
sUcyAkAraPalapradaH_1,Coniferous_1
SiKAkftiPalaMvAn_1,Coniferous_1
yaTAsaMKyaM_1,Numerically_1
saMKyAmapekzya_1,Numerically_1
saMKyAmuddiSya_1,Numerically_1
yaTAgaRanaM_1,Numerically_1
sAMKyaH_1,Numerical_1
yaTAsaMKyaH_1,Numerical_1
saMKyApekzakaH_1,Numerical_1
,Enclosed_3
,Appended_2
,Protocol_3
,Conceptual_1
,Coalescence_1
,Combining_1
mahADanaH_1,Affluent_1
bahuDanaH_1,Affluent_1
DanI_1,Affluent_1
Dana-_1,Affluent_1
,Confronting_1
,Belongings_3
,Property_10
,Property_12
,Property_11
,Editorial_2
,Editorial_3
,Editing_1
prakASitaH_1,Edited_1
SoDitaH_1,Edited_1
SudDIkftaH_1,Edited_1
,Squeezing_1
saMhftaH_1,Compressed_1
pratisaMhftaH_1,Compressed_1
saMhataH_1,Compressed_1
sampIqitaH_1,Squeezed_1
pIqitaH_1,Squeezed_1
,Consensus_1
,Communal_3
,Entirety_2
,Overall_1
garBASayaH_2,Matrix_2
garBakoSaH_2,Matrix_2
yoniH_2,Matrix_2
SarIravyavaCedavidyA_1,Anatomy_1
viSasanavidyA_1,Anatomy_1
viSasanaM_1,Anatomy_1
ADirAjyaM_1,Empire_1
aDirAjyaM_1,Empire_1
sAmrAjyaM_1,Empire_1
rAjyaM_1,Empire_1
rAjatvaM_1,Empire_1
ADipatyaM_1,Empire_1
rakzitaH_2,Guarded_2
aBirakzitaH_2,Guarded_2
pAlitaH_2,Guarded_2
saMlagnaSIlaH_1,Cohesive_1
sAndraH_1,Cohesive_1
SyAnaH_1,Cohesive_1
yogaH_3,Conjunction_3
saMyogaH;_3,Conjunction_3
,Secular_6
,Parliamentary_1
gatiH_1,Resource_1
,Parliamentary_2
,Unbelieving_1
saPalIkftaH_1,Fertilized_1
sPItIkftaH_1,Fertilized_1
ApyAyitaH_1,Fertilized_1
kriyA_1,Rite_1
viDiH_1,Rite_1
vfdDiH_3,Improvement_3
,Cultured_3
,Cultured_4
,Culture_2
,Cultural_1
,Synthetic_2
,Synthetic_1
,Synthesised_1
smaraRArTakavizayaH_2,Memorial_2
smaraRArTakavastu_2,Memorial_2
SoDitaH_1,Corrected_1
viSoDitaH_1,Corrected_1
SoDitaH_2,Amended_2
saMSudDaH_2,Amended_2
SoDitaH_3,Revised_3
punaHSoDitaH_3,Revised_3
,Processed_6
kalpanaM_1,Institution_1
prakalpanaM_1,Institution_1
sTApanaM_1,Institution_1
,Organisation_5
vEDikaH_1,Institutional_1
nEyamikaH_1,Institutional_1
SAstrIyaH_1,Institutional_1
,Establishing_1
,Founding_1
guRapraSaMsA_1,Recommendation_1
guRa-_1,Recommendation_1
,Totality_3
mahAmUlyaH_1,Priced_1
durmUlyaH_1,Priced_1
,Seaward_1
,Squid_1
,Conduction_2
,Sphincter_1
varDI_1,Magnifying_1
varDakaH_1,Magnifying_1
aDi-_1,Magnifying_1
,Culture_1
aDikIkftaH_1,Magnified_1
vipulIkftaH_1,Magnified_1
varDitaH_1,Magnified_1
SEvalAvftaH_4,Grown_4
SEvalAcCAditaH_4,Grown_4
rUQaSEvalaH_4,Grown_4
anyena_3,Correspondent_3
,Emotional_9
,Sensitivity_1
,Sensitivity_4
samaduHKatvaM_8,Feeling_8
samaduHKasuKatvaM_8,Feeling_8
samaBAvaH_8,Feeling_8
kfpA_8,Feeling_8
anukampA_8,Feeling_8
,Insensibility_3
,Constitutional_2
,Sensory_2
,Sensory_1
,Sensitivity_2
,Constitutional_1
,Constitutional_3
vyavasTAproktaH_1,Statutory_1
niyamasTApitaH_1,Statutory_1
,Peaceful_3
sidDaH_4,Saint_4
sidDajanaH_4,Saint_4
