Entry No   Transliteration                          Word Info            Definition

8955       dakziRa, vAmetara, savyetara, apasavya;  Right,@              {%a.%}

8956       kaWora, karkaSa, ugra, dAruRa, paruza    Rigid,@              {%a.%}

8957       anarTakakaTA                             Rigmarole,@          {%s.%}

8958       dfQatA, kAWinyaM, aSETilyaM              Rigour,@             {%s.%}

8959       kzuB                                     Rile,@               {%v. t.%}

8960       kusarit                                  Rill,@               {%s.%}

8961       prAMtaH, aMtaH, DArA, karRaH             Rim,@                {%s.%}

8962                                                Rime,@               {%s. See%} {@Hoar-frost.@}

8963       tvac                                     Rind,@               {%s.%}

8964       raR-kvaR                                 Ring,@               {%v. t.%}

8965       alakaH, cUrRakuMtalaH, kuralaH           Ringlet,@            {%s.%}

8966       jalena prakzal                           Rinse,@              {%v. t.%}

8967       saMmardaH, saMkzoBaH, tumulaM, kolAhalaH, Riot,@               {%s.%}

8968       vi-, dF                                  Rip,@                {%v. t.%}

8969       pakva, pari-vri-su-°, pakvatAM           Ripe,@               {%a.%}

8970       nadItawasaMbaMDin                        Riparian,@           {%a.%}

8971       BaMgiBAzaRaM, sarasokti                  Ripost,@             

8972       taraMgaH, vIci-cI                        Ripple,@             {%s.%}

8973       utTA                                     Rise,@               {%v. i.%}

8974       hAsajanana                               Risible,@            {%a.%}

8975       saMSayaH, saMdehaH, SaMkA, BayaM, saMkawaM, Risk,@               {%s.%}

8976       kriyA, viDiH, karman                     Rite,@               {%s.%}

8977       sparD                                    Rival,@              {%v. t.%}

8978                                                Rive,@               {%v. See%} {@Tear.@}

8979       nadI, sarit, siMDuH, A(a)pagA,           River,@              {%s.%}

8980       kIl                                      Rivet,@              {%v. t.%}

8981       kzudra-ku-sarit                          Rivulet,@            {%s.%}

8982       mArgaH, paTin                            Road,@               {%s.%}

8983       pari-, aw                                Roam,@               {%v. i.%}

8984       garj                                     Roar,@               {%v. i.%}

8985       Brasj                                    Roast,@              {%v. t.%}

8986       cur                                      Rob,@                {%v. t.%}

8987       vasanaM, vastraM                         Robe,@               {%s.%}

8988       dfQadeha, vyUQoraska, dfQAMga            Robust,@             {%a.%}

8989       sTUlaSilA, SiloccayaH, bfhadupalaH,      Rock,@               {%s.%}

8990       haMbatArA, agnibARaH                     Rocket,@             {%s.%}

8991       daMqaH, SalakA                           Rod,@                {%s.%}

8992       daMSaka                                  Rodent@              {%a.%}

8993       garvitavAkyaM, udDatavacanaM             Rodomontade,@        {%s.%}

8994       mInAMqaM, matsyAMqaM, matsyagarBaH       Roe,@                {%s.%}

8995       DUrtaH, kitavaH, jAlmaH, SaWaH, KalaH,   Rogue,@              {%s.%}

8996       tumulakArin                              Roisterer,@          {%s.%}

8997       BUmikA, karman                           Role,@               {%s.%}

8998       vi-luW                                   Roll,@               {%v. i.%}

8999                                                Rollic,@             {%v. i. See%} {@Frolic.@}

9000       AKyAyikA, kalpitakaTA                    Romance,@            {%s.%}

9001       pragalBaM krIq                           Romp,@               {%v. i.%}

9002       Cadis                                    Roof,@               {%s.%}

9003       kAkaH, vAyasaH                           Rook,@               {%s.%}

9004       veSman                                   Room,@               {%s.%}

9005       vAsayazwi                                Roost,@              {%s.%}

9006       mUlaM,                                   Root,@               {%s.%}

9007       rajju                                    Rope,@               {%s.%}

9008       akzamAlA, akzasUtraM, japamAlA-sUtraM    Rosary,@             {%s.%}

9009       japApuzpaM, oqrapuzpaM;                  Rose,@               {%s.%}

9010       pUtIBU                                   Rot,@                {%v. i.%}

9011       Bram                                     Rotate,@             {%v. t.%}

9012       Avftti                                   Rote,@               {%s.%}

9013                                                Rotund, -ity,@       {%See%} {@Round, -ness.@}

9014       natonnata, vizama, asama, aSlakzRa       Rough,@              {%a.%}

9015       vartula, gola, vftta, vfttAkAra,         Round,@              {%a.%}

9016       vi-pra-buD                               Rouse,@              {%v. t.%} (From sleep)

9017       BaMj                                     Rout,@               {%v. t.%}

9018                                                Route,@              {%s. See%} {@Road.@}

9019       kramaH, paryAyaH, aByAsaH;               Routine,@            {%s.%}

9020       paryad                                   Rove,@               {%v. i.%}

9021       nOdaMqena                                Row,@                {%v. t.%} (

9022       durdAMta                                 Rowdy,@              {%a.%}

9023       kaMwakaH                                 Rowel,@              {%s.%}

9024       rAjakIya, rAjayogya, rAjArha,            Royal,@              {%a.%}

9025       Gfz                                      Rub,@                {%v. t.%}

9026       avaskaraH, ucCizwaM, malaM, tucCa-       Rubbish,@            {%s.%}

9027       Arakta, pAwala                           Rubicund,@           {%a.%}

9028       vyavasTA, viDiH                          Rubric,@             {%s.%}

9029       mARikyaM, padmarAgaH, SoRaratnaM, lohi-  Ruby,@               {%s.%}

9030                                                Ruck,@               {%s. See%} {@Crease.@}

9031       kenipAtaH-takaM, aritraM, karRaH         Rudder,@             {%s.%}

9032       rakta, aruRa;                            Ruddy,@              {%a.%}

9033       avinIta, avinaya, viyAta, Dfzwa,         Rude,@               {%a.%}

9034       upakramaH, prAraMBaH, mUlaM, praTama-    Rudiment,@           {%s.%}

9035       anuSuc                                   Rue,@                {%v. t.%}


9036       saMkuc                                   Ruff, Ruffle,@       {%v. t.%}


9037       vizama, natonnata                        Rugged,@             {%a.%}

9038       valita                                   Rugose,@             {%a.%}

9039       naS                                      Ruin,@               {%v. t.%}

9040       pra-, SAs                                Rule,@               {%v.%}

9041       sIDu                                     Rum,@                {%s.%}

9042       ras                                      Rumble,@             {%v. i.%}

9043       romaMTAyate                              Ruminate,@           {%v. i.%}

9044       astAvyastIkftya sUkzmaM                  Rummage,@            {%v. t.%}

9045       janapravAdaH, kiMvadaMtI, pravAdaH,      Rumour,@             {%s.%}

9046                                                Rump,@               {%s. See%} {@Hip.@}

9047                                                Rumple,@             {%See%} {@Fold.@}

9048       DAv                                      Run,@                {%v. i.%}

9049       sopAnaM, ArohaRaM                        Rundle,@             {%s.%}

9050       BaMgi                                    Rung,@               {%s.%}

9051       BedaH, sPowanaM, BaMgaH                  Rupture,@            {%s.%}

9052       grAmya, jAnapada                         Rural,@              {%a.%}

9053                                                Ruse,@               {%s. See%} {@Pretext.@}

9054       vegena-tarasA-DAv                        Rush,@               {%v. i.%}

9055       kapiSa, SyAva                            Russet,@             {%a.%}

9056       kiwwaM, maMqUraM, siMhA (GA) RaM-naM, malaM, Rust,@               {%s.%}

9057       grAmya, grAmIya-Ra, grAmika              Rustic,@             {%a.%}

9058       nirvas                                   Rusticate,@          {%v. t.%}

9059       marmararavaM kf                          Rustle,@             {%v. i.%}

9060       gartaH-rtA, cakrAMkaH, cakramArgaH       Rut,@                {%s.%}

9061       nirdaya, nirGfRa,                        Ruth,@               {%s. See%} {@Pity. -less,@} {%a.%}

9062       kfzakaH, karzakaH, kfzIvalaH             Ryot,@               {%s.%}

9063       viSrAmavAsaraH-divasaH                   S@}


<L>9063<pc>405<k1>sabbath<k2>sabbath
{@Sabbath@ (day), {%s.%}

9064       SyAma, kfzRa, kfzRavarRa                 Sable,@              {%a.%}

9065       kAzWapAdukA                              Sabot,@              {%s.%}

9066       KaqgaH, nistriMSaH, caMdrahAsaH, kfpARaH Sabre,@              {%s.%}

9067                                                Sabulous,@           {%a. See%} {@Sandy.@}

9068                                                Sac,@                {%s. See%} {@Sack.@}

9069       SArkara                                  Saccharine,@         {%a.%}

9070       purohita                                 Sacerdotal,@         {%a.%}

9071       kzudrakozaH, pustakADAraH, BastrA        Sachel,@             {%s.%}

9072       puwaH, kozaH                             Sachet,@             {%s.%}

9073       syUtaH, prasevaH, syotaH, syUnaH, SARa-  Sack,@               {%s.%}

9074       saMskAraH                                Sacrament,@          {%s.%}

9075       puRya, pavitra, pari-, pUta, meDya,      Sacred,@             {%a.%}

9076       yajYaH; kratuH, aDvaraH, yAgaH,          Sacrifice,@          {%s.%}

9077       devatAdUzaRaM, devasvApaharaRaM, deva-   Sacrilege,@          {%s.%}

9078       vizaRRa, mlAna, SokAkula, sotkaMWa,      Sad,@                {%a.%}

9079       paryARaM, palyayanaM, paryayaRaM         Saddle,@             {%s.%}

9080       surakzita, nirAbADa; susTa, kzema, akzata, Safe,@               {%a.%}

9081       kusuMBaM, vahniSiKaM, mahArajanaM,       Safflower,@          {%s.%}

9082       kuMkumaM, agniSiKaM, varaM, bAhli        Saffron,@            {%s.%}

9083       ava-nam                                  Sag,@                {%v. i.%}

9084       catura, vidagDa, dUradfzwi, meDA-        Sagacious,@          {%a.%}

9085       pra                                      Sage,@               {%s.%}

9086       DanuH, DanUrASiH                         Sagittarius,@        {%s.%}

9087       vAtavastraM-vasanaM, nOvasanaM-vastraM;  Sail,@               {%s.%}

9088       muniH, sADuH, sidDaH, sidDajanaH,        Saint,@              {%s.%}

9089       kAraRaM, nimittaM, hetuH, prayojanaM;    Sake,@               {%s.%}

9090       sAlaH, SyAlaH, sarjaH, kArSyaH, aSva-    Sal,@                {%s.%}

9091                                                Salacious,@          {%a. See%} {@Lustful.@}

9092       vetanaM, vftti                           Salary,@             {%s.%}

9093                                                Sale,@               {%s. See%} under {@Sell.@}

9094       pralaMba, procCrita                      Salient,@            {%a.%}

9095       lavaRa, kzAra, lavaRaguRaviSizwa;        Saline,@             {%a.%}

9096       lAlA, sfRi (RI) kA, syaMdinI;            Saliva,@             {%s.%}

9097       ApIta, pAMqura, vivarRa;                 Sallow,@             {%a.%}

9098       nirgam                                   Sally,@              {%v. i.%}

9099       suprasADita-                             Saloon,@             {%s.%} (

9100       lavaRaM;                                 Salt,@               {%s.%}

9101       utpatat, nftyat                          Saltant,@            {%a.%}

9102       hita-svAsTya-kara                        Salubrious,@         {%a.%}

9103       hita, hita-kalyARa-kara                  Salutary,@           {%a.%}

9104       aBi-, vaMd                               Salute,@             {%v. t.%}

9105       saM-, udDftaM; udDAraH, nistaraRaM       Salvage,@            {%s.%}

9106       tAraRaM, udDAraH, mukti                  Salvation,@          {%s.%}

9107       aMjanaM, pra-anu-lepaH, upadehaH         Salve,@              {%s.%}

9108       rajataBAjanaM, rUpyapAtraM               Salver,@             {%s.%}

9109                                                Salvo,@              {%s. See%} {@Excuse.@}

9110       tad                                      Same,@               {%a.%}

9111       AdarSaH, pratimA, pratirUpaM             Sample,@             {%s.%}

9112       sADya                                    Sanable,@            {%a.%}

9113       svAsTyakArin,                            Sanative, Sanatory,@ {%a.%}

9114       pavitrIkf                                Sanctify,@           {%v. t.%}

9115       daMBaH, DarmABimAnaH, puRya-             Sanctimony,@         {%s.%}

9116       anu-jYA                                  Sanction,@           {%v. t.%}

9117       SaraRaM, ASraya-SaraRa-sTAnaM            Sanctuary,@          {%s.%}

9118       vAlukA, sikatAH                          Sand,@               {%s.%}

9119       caMdanaH                                 Sandal,@             {%s.%}

9120       pItadrumaH, kAlI                         Sanders,@            {%s.%} (Yellow)

9121       susTa, nirAmaya, svasTa, prakftisTa,     Sane,@               {%a.%}

9122       praSAMti                                 Sang froid,@         {%s.%}

9123       asfgvAhin                                Sanguiferous,@       {%a.%}

9124       rakta-ruDira-                            Sanguinary,@         {%a.%} (Of person)

9125       gAQa, utkawa;                            Sanguine,@           {%a.%}

9126       pUyaM;                                   Sanies,@             {%s.%}

9127       svAsTyahita, svAsTya                     Sanitary,@           {%a.%}

9128       sAraH, rasaH, dravaH, sattvaM, niryAsaH  Sap,@                {%s.%}

9129       bAlavfkzaH, vfkzakaH                     Sapling,@            {%s.%}

9130       prAjYa, prajYa, jYAnapUrRa;              Sapient,@            {%a.%}

9131       cikkaRa, medura                          Saponaceous,@        {%a.%}

9132                                                Sapor@               {%s.%} {%See.%} {@Flavour.@}

9133       mahAnIlaH; iMdranIlaH, nIlaH,            Sapphire,@           {%s.%}

9134       ava-A-kzepaH, niMdAgarBaM vacaH,         Sarcasm,@            {%s.%}

9135                                                Sarcoma,@            {%s. See%} {@Tumour.@}

9136       mAMsASin, mAMsaBuj                       Sarcophagous,@       {%a.%}

9137       vikfta, karAla                           Sardonic,@           {%a.%}

9138       gomedaH-dakaH                            Sardonyx,@           {%s.%}

9139       sU (sO) cikaH                            Sartor,@             {%s.%}

9140       alaMkArArTaM                             Sash,@               {%s.%} (

9141       piSAcAgraRIH, piSAcanATaH                Satan,@              {%s.%}

9142                                                Satchel,@            {%s. See%} {@Sachel.@}

9143                                                Sate,@               {%See%} {@Satiate.@}

9144       upagrahaH                                Satellite,@          {%s.%}

9145       saM-pari-tfp                             Satiate,@            {%v. t.%}

9146       cInAMSukaM                               Satin,@              {%s.%}

9147       AkzepagarBaM padyaM-gItaM, avagItaM, saM- Satire,@             {%s.%}

9148       saM-pari-tfp                             Satisfy,@            {%v. t.%} (Persons)

9149       maMqaleSaH, BogapatiH                    Satrap,@             {%s.%}

9150       atyaMtaM pUr                             Saturate,@           {%v. t.%}

9151       Sani-maMda-vAsaraH                       Saturday,@           {%s.%}

9152       SaniH, SanEScaraH, ravisutaH, sOraH-     Saturn,@             {%s.%}

9153       vanadevatA, vana-araRya-caraH            Satyr,@              {%s.%}

9154       sUpaH, temanaM, nizWAnaM; upadaMSaH, vyaM- Sauce,@              {%s.%}

9155       Dfzwa, nirvrIqa, nirlajja, pragalBa, a-  Saucy,@              {%a.%}

9156       maMdaM maMdaM parikram                   Saunter,@            {%v. i.%}

9157       vanya, jAMgala                           Savage,@             {%a.%}

9158       buDajanaH, paMqitaH, vidvajjanaH;        Savant,@             {%s.%}

9159       rakz                                     Save,@               {%v. t.%}

9160       svAdaH, rasaH, ruci                      Savour,@             {%s.%}

9161       karapatraM, krakacaH-caM, patradAraRaH   Saw,@                {%s.%}

9162       vad-gad-BaR                              Say,@                {%v. t.%}

9163       kacCu-cCU                                Scab,@               {%s.%}

9164       koSaH-zaH, piDAnaM, ADAraH               Scabbard,@           {%s.%}

9165       vizamatala, asamapfzWa                   Scabrous,@           {%a.%}

9166       maMcaH, iMdrakozaH                       Scaffold,@           {%s.%}

9167       taptajalAdinA dah                        Scald,@              {%v. t.%}

9168       tulA, DawaH, tulAyaMtraM;                Scale,@              {%s.%}

9169       vizamatriBuja                            Scalene,@            {%a.%}

9170                                                Scall,@              {%s. See%} {@Scab, itch.@}

9171       mastakatvac                              Scalp,@              {%s.%}

9172       laGucCurikA                              Scalpel,@            {%s.%}

9173                                                Scamp,@              {%s. See%} {@Rascal.@}

9174       vi-dru                                   Scamper,@            {%v. i.%}

9175       nipuRaM-sUkzmaM-nirUp                    Scan,@               {%v. t.%}

9176       nirvAdaH, pari (rI) vAdaH, apa-          Scandal,@            {%s.%}

9177       aparyApta, apracura, svalpa,             Scant, Scanty,@      {%a.%}

9178       kAzWaKaMqaM                              Scantling,@          {%s.%}

9179       baliH                                    Scape-Goat,@         {%s.%}

9180       kiRaH, aMkaH, cihnaM, kzatacihnaM;       Scar,@               {%s.%}

9181       BaMqaH, vEhAsikaH                        Scaramouch,@         {%s.%}

9182       abahula, apracura, apraBUta, a-          Scarce,@             {%a.%}

9183       tras                                     Scare,@              {%v. t.%}

9184       celakaH, sicayaH; uttarIyaM, celaM;      Scarf,@              {%s.%}

9185       tvacaM-carma-ulliK                       Scarify,@            {%v. t.%}

9186       SoRa, aruRa, siMduravarRa;               Scarlet,@            {%a.%}

9187       laMbaH                                   Scarp,@              {%s.%}

9188                                                Scate,@              {%See%} {@Skate.@}

9189       kzaR                                     Scath, Scathe,@      {%v. t.%}

9190       kF                                       Scatter,@            {%v. t.%}

9191       saM-mfj                                  Scavenge,@           {%v. t.%}

9192       sTalaM, sTAnaM, BUmi                     Scene,@              {%s.%}

9193       gaMDaH, aDivAsaH;                        Scent,@              {%s.%}

9194       saMdehaBft                               Sceptic,@            {%s.%}

9195       daMqaH, rAjadaMqaH-vetraM-yazwi          Sceptre,@            {%s.%}

9196       patraM, leKyaM                           Schedule,@           {%s.%}

9197       upAyaH, kalpanA, prayogaH, saM-          Scheme,@             {%s.%}

9198       BedaH, SAKA, Darma-mata-BedaH            Schism,@             {%s.%}

9199       SizyaH, CAtraH, aMtevAsin                Scholar,@            {%s.%}

9200       wIkAkAraH, wIkAkft                       Scholiast,@          {%s.%}

9201       vidyAlayaH, vidyAgAraM-gfhaM-maMdiraM,   School,@             {%s.%}

9202       dvikUpakA nOH                            Schooner,@           {%s.%}

9203       kawiSirAvedanA                           Sciatica,@           {%s.%}

9204       vi-, jYAnaM;                             Science,@            {%s.%}

9205       KaqgaH, asiH; nistriMSaH, kara-          Scimitar,@           {%s.%}

9206       aRuH, kaRaH, sPuliMgaH                   Scintilla,@          {%s.%}

9207       pallavAgrAhipaMqitaH, kiMcijjYaH,        Sciolist,@           {%s.%}

9208       navapallavaH; kisalayaH, aMkuraH, prarohaH Scion,@              {%s.%}

9209       mAMsagraMTiH                             Scirrhus,@           {%s.%}

9210       kartarI, KaMqaDArA, kartarikA,           Scissors,@           {%s.%}

9211       ava-upa-has                              Scoff@               (at), {%v.%}

9212       nir-, Barts                              Scold,@              {%v. t.%}

9213       daMqaH                                   Sconce,@             {%s.%}

9214       darvI, kaMbi-bI                          Scoop,@              {%s.%}

9215       ASayaH, aBiprAyaH, hetuH, arTaH,         Scope,@              {%s.%}

9216       aBi-saM-tap                              Scorch,@             {%v. t.%}

9217       viMSati                                  Score,@              {%s.%}

9218                                                Scoria,@             {%s. See%} {@Dross.@}

9219       nir-ava-DU                               Scorn,@              {%v. t.%}

9220       vfScikaH                                 Scorpio,@            {%s.%}

9221       vfScikaH                                 Scorpion,@           {%s.%}

9222       karaH, deyaBAgaH;                        Scot,@               {%s.%}

9223       CedEH aMk                                Scotch,@             {%v. t.%}

9224       KaMqitavfttaH, jAlmaH, durAtman          Scoundrel,@          {%s.%}

9225       saM-pari-mfj                             Scour,@              {%v. t.%}

9226       kaSA-zA, pratizkaSaH-zaH, pratodaH,      Scourge,@            {%s.%}

9227       cAraH, caraH, praRiDiH, apasarpaH, gUQa- Scout,@              {%s.%}

9228       BrUBaMgaH, Bru(BrU)kuwi-wI               Scowl,@              {%s.%}

9229       rUkza, karkaSa;                          Scraggy,@            {%a.%}

9230       hastAByAM DftvA-maMdaM maMdaM Aruh       Scramble,@           {%v. i.%}

9231       KaMqaH, SakalaH-laM, lavaH, aMSaH;       Scrap,@              {%s.%}

9232       kfcCraM, saMkawaM, Apad                  Scrape,@             {%s.%}

9233       vi-ut-prot-liK                           Scratch,@            {%v. t.%}

9234       aspazwaM-sTUlaM-liK                      Scrawl,@             {%v. t.%}

9235                                                Scrawny,@            {%See%} {@Lean.@}

9236       A-ut-vi-kruS                             Scream,@             {%v. i.%}

9237       nakta-                                   Screech,@            {%See%} {@Scream;@} ‘s. owl’

9238       AvaraRaM, vyavaDA-DAnaM, tiraska-        Screen,@             {%s.%}

9239       karzaRI, vyAvartanakIlaH                 Screw,@              {%s.%}

9240                                                Scribble,@           {%See%} {@Scrawl.@}

9241       leKakaH, lipikAraH, akzaracaRaH,         Scribe,@             {%s.%}

9242       puwaH, puwI, kzudrakopaH                 Scrip,@              {%s.%}

9243       vedaH, Sruti                             Scripture,@          {%s.%}

9244       kusIdaH;                                 Scrivener,@          {%s.%}

9245       gaMqa-kaMWa-mAlA                         Scrofula,@           {%s.%}

9246       pawwaH, leKyaM, dIrGapatraM-pawaH        Scroll,@             {%s.%}

9247       muzkaH, aMqaH, PalaM, koSaH-zaH,         Scrotum,@            {%s.%}

9248       atyaMtaM mfj                             Scrub,@              {%v. t.%}

9249       saMdehaH, A-,SaMkA, saMSayaH,            Scruple,@            {%s.%}

9250       nipuRaparIkzaRaM, sUkzmanirUpaRaM-       Scrutiny,@           {%s.%}

9251       ativegena-sahasA-gam                     Scud,@               {%v. i.%}

9252       tumulaM, niyudDaM, kalahaH, bAhUbAhavi-  Scuffle,@            {%s.%}

9253       niBate-gUQasTAne-vft                     Sculk,@              {%v. i.%}

9254       kapAlaH-laM, SirosTi                     Scull,@              {%s.%}

9255       pAtrakzAlanakuwI                         Scullery,@           {%s.%}

9256       pAtrakzAlakaH-mArjakaH                   Scullion,@           {%s.%}

9257       tvazwf                                   Sculptor,@           {%s.%}

9258       maMqaH-qaM; PenaH-RaH;                   Scum,@               {%s.%}

9259       Suzkacarman                              Scurf,@              {%s.%}

9260       paruza, tIkzRa; du-                      Scurrile, Scurrilous,@ {%a.%}

9261       SItAdaH, lavaRaraktaM                    Scurvy,@             {%s.%}

9262       kulInacihnapatraM, kOlIna-               Scutcheon,@          {%s.%}

9263       karaMqaH, maMjUzA                        Scuttle,@            {%s.%}

9264       lavitraM, dAtraM, KaqgIkaM, Sasyakarta-  Scythe,@             {%s.%}

9265       sAgaraH, samudraH, udaDiH, arRavaH, jala- Sea,@                {%s.%}

9266       mudrA,                                   Seal,@               {%s.%}

9267       saMDiH; sIvanaM;                         Seam,@               {%s.%}

9268       nirdah                                   Sear,@               {%v. t.%}

9269       anviz                                    Search,@             {%v.%} (For)

9270       ftuH, kAlaH, samayaH;                    Season,@             {%s.%}

9271       AsanaM, pIWaH-WaM;                       Seat,@               {%s.%}

9272       apasf                                    Secede,@             {%v. i.%}

9273       ni-ava-ruD                               Seclude,@            {%v. t.%}

9274       dvitIya;                                 Second,@             {%a.%}

9275       ni-, gUQa, gupta, pra-, Canna, niBfta,   Secret,@             {%a.%}

9276       kAryADikftaH, sacivaH                    Secretary,@          {%s.%}

9277       sru                                      Secrete,@            {%v. t.%}

9278       SAKA, paTin                              Sect,@               {%s.%}

9279       vi-, BAgaH, CedaH, paricCedaH; KaMqaH    Section.@            {%s.%}

9280       vfttaKaMqaM                              Sector,@             {%s.%}

9281       lOkika-EhalOkika-sAMsArika-Ehi-          Secular,@            

9282       surakzita, akutoBaya, aBaya, ni          Secure,@             {%a.%}

9283       SibikA                                   Sedan,@              {%s.%}

9284       DIra, SAMta, stimita, gaMBIra, niru-     Sedate,@             {%a.%}

9285       nirudyoga, acapala, avyava-              Sedentary,@          {%a.%}

9286       tfRaM                                    Sedge,@              {%s.%}

9287       malaM, KalaM, kalkaM, kiwwaM, u-         Sediment,@           {%s.%}

9288       rAjadrohaH, prajAprakopaH, saMkzoBaH,    Sedition,@           {%s.%}

9289       duz                                      Seduce,@             {%v. t.%}

9290       udyamin, udyogAsakta, udyama-            Sedulous,@           {%a.%}

9291       DarmADyakzADikAraH                       See,@                {%s.%}

9292       bIjaM,                                   Seed,@               {%s.%}

9293       anviz                                    Seek,@               {%v.%}

9294       BA                                       Seem,@               {%v. i.%}

9295       unnatAnataM, nimnonnataM                 See-Saw,@            {%s.%}

9296       kvaT                                     Seethe.@             {%v. t.%}

9297       KaMqaH-qaM, vi-, cCedaH;                 Segment,@            {%s.%}

9298       viyuj                                    Segregate,@          {%v. t.%}

9299       BUkaMpasaMbaMDin                         Seismal, Seismic,@   {%a.%}

9300       saM-grah                                 Seize,@              {%v. t.%}

9301       kvacit, kadAcit, viralaM, dur            Seldom,@             {%adv.%}

9302       vf                                       Select,@             {%v. t.%}

9303       caMdrakAMtaH                             Selenite,@           {%s.%}

9304       Atman, sva                               Self,@               {%a.%}

9305       vi-krI                                   Sell,@               {%v. t.%}

9306                                                Selvage,@            {%s. See%} {@Border.@}

9307       ABAsaH, ABA, OpamyaM,                    Semblance,@          {%s.%}

9308       SukraM, retas                            Semen,@              {%s.%}

9309       arDaM                                    Semi,@               {%a.%}

9310       bIjAropaRasTalaM                         Seminary,@           {%s.%}

9311       aMtasTaH                                 Semi-vowel,@         {%s.%}

9312                                                Sempiternal,@        {%a. See%} {@Eternal.@}

9313       sUcikA                                   Sempstress,@         {%s.%}

9314       vfdDa-Sizwa-saBA; maMtri-saciva-saBA     Senate,@             {%s.%}

9315       pra-hi                                   Send,@               {%v. t.%}

9316       vfdDa, jarAjanya                         Senile,@             {%a.%}

9317       jyezWa, varizWa, jyAyas, varIyas,        Senior,@             {%a.%}

9318       saptarAtraM, saptAhaH                    Sennight,@           {%s.%}

9319       iMdriyaM, hfzIkaM, vizayin               Sense,@              {%s.%}

9320       mastizkaM, mastikaM, gordaM, godaM       Sensorium,@          {%s.%}

9321       saMvedaka-yitf                           Sensory,@            {%a.%}

9322       nirRayaH, daMqAjYA, daMqAdeSaH,          Sentence,@           {%s.%}

9323       mataM, aBiprAyaH, budDi                  Sentiment,@          {%s.%}

9324       rakzin                                   Sentinel, Sentry,@   {%s.%}

9325       viyuj                                    Separate,@           {%v. t.%}

9326       vilayanaM, pUtIBavanaM                   Sepsis,@             {%s.%}

9327       saptakoRa, saptAsra                      Septangular,@        {%a.%}

9328       BAdrapadASvinaM                          September,@          {%s.%}

9329       saptakaM                                 Septenary,@          {%s.%}

9330       saptavArzika                             Septennial,@         {%a.%}

9331       vilayanakArin                            Septic, -al,@        {%a.%}

9332       saptaBuja, saptapArSva                   Septilateral.@       {%a.%}

9333       saptativarzIya                           Septagenarian.@      {%a.%}

9334       mahAbIjyaM, viwapaH                      Septum,@             {%s.%}

9335       samADiH, pretavAsaH, SmaSAnaM,           Sepulchre.@          {%s.%}

9336       uttaraM, uttaraBAgaH, SezaH, SezaBAgaH,  Sequel,@             {%s.%}

9337       anu-, kramaH, anvayaH, AnupUrvyaM,       Sequence,@           {%s.%}

9338       viyuj                                    Sequester, Sequestrate,@ {%v.%}

9339       aMtaHpuraM, avaroDaH, SudDAMtaH, aM-     Seraglio,@           {%s.%}

9340                                                Seraph,@             {%s. See%} {@Angel.@}

9341       Suzka, mlAna, viSIrRa                    Sere,@               {%a.%}

9342       pra-, SAMta, prasanna, akzubDa, stimita, Serene,@             {%a.%}

9343       dAsaH, kfzakadAsaH                       Serf,@               {%s.%}

9344       yaTAkramaM, anupUrvaSaH, anu-            Seriatim,@           {%adv.%}

9345       mAlA, paraMparA, rAjiH, SreRiH-RI,       Series,@             {%s.%}

9346       ga (gaM) BIra, DIra; gaMBIravftti-       Serious,@            {%a.%}

9347       DarmopadeSaH, DarmavyAKyAnaM             Sermon,@             {%s.%}

9348       medasvin, medura                         Serous,@             {%a.%}

9349       sarpaH, BujagaH, BujaMgaH-gamaH, ahiH,   Serpent,@            {%s.%}

9350       dadrumaMqalaM, maMqalakuzwaM             Serpigo,@            {%s.%}

9351       karapatraniBa, krakacatulya              Serrate, -ed,@       {%a.%}

9352       saMhata, saMSlizwa                       Serried,@            {%a.%}

9353       medas                                    Serum,@              {%s.%}

9354       sev                                      Serve,@              {%v. t.%}

9355       tilaH, sArAlaH,                          Sesame, Sesamum,@    {%s.%}

9356       upaveSanaM,                              Session,@            {%s.%}

9357       astamayaH, astamanaM, astaH              Set,@                {%s.%}

9358       SUkayukta, bahuSUka                      Setateous,@          {%a.%}

9359       sTA                                      Settle,@             {%v. t.%}

9360       saptan                                   Seven,@              {%a.%}

9361       ava-vi-cCid                              Sever,@              {%v. t.%}

9362       Kara, paruza, tIkzRa, nizWura, kaWora,   Severe,@             {%a,%}

9363       siv                                      Sew,@                {%v. t.%}

9364       praRAlI-laH, pari (rI) vAhaH,            Sewer,@              {%s.%}

9365       strI                                     Sex,@                {%s.%} Ex. by

9366       zazwivarzIya                             Sexagenarian,@       {%s.%}

